%time powercore powersram powertrans tempcore tempsram temptrans
1.118 0.19727 1.46737 0.38215 1.90435825537 1.39106580921 1.26264743505
1.119 0.19721 1.46737 0.38215 1.88664969136 1.39159236599 1.25039963977
1.12 0.20412 1.4652 0.40096 1.90294325023 1.39122170898 1.26157643733
1.121 0.19747 1.46737 0.38215 1.90514848339 1.39124694223 1.26282966071
1.122 0.19693 1.46737 0.38215 1.88667001489 1.39177377864 1.25058104415
1.123 0.20374 1.4652 0.40096 1.90133606782 1.39140027986 1.26175788428
1.124 0.19739 1.46737 0.38215 1.9038460695 1.3914228816 1.26300920132
1.125 0.19733 1.46737 0.38215 1.88745714777 1.3919509211 1.25076013829
1.126 0.2036 1.4652 0.40096 1.90222758468 1.3915796699 1.26193632064
1.127 0.19739 1.46737 0.38215 1.90375171561 1.39160204702 1.26318832134
1.128 0.19689 1.46737 0.38215 1.88642793497 1.39212825843 1.25093884376
1.129 0.20386 1.4652 0.40096 1.90176337847 1.39175602882 1.2621150871
1.13 0.1971 1.46737 0.38215 1.90371245446 1.39177881099 1.26336640405
1.131 0.19719 1.46737 0.38215 1.88658121767 1.39230546759 1.25111700392
1.132 0.20394 1.4652 0.40096 1.90294575916 1.39193477094 1.26229315986
1.133 0.19713 1.46737 0.38215 1.90431642948 1.391958753 1.26354538826
1.134 0.19733 1.46737 0.38215 1.88731561984 1.39248572465 1.25129653195
1.135 0.20406 1.4652 0.40096 1.90391972572 1.39211596303 1.26247367431
1.136 0.19733 1.46737 0.38215 1.90549997894 1.39214101239 1.26372656097
1.137 0.19687 1.46737 0.38215 1.88695105099 1.39266699168 1.25147831919
1.138 0.20334 1.4652 0.40096 1.90088570204 1.3922920696 1.26265445082
1.139 0.19785 1.46737 0.38215 1.90471030991 1.39231442253 1.26390553738
1.14 0.19778 1.46737 0.38215 1.89075343401 1.39284621859 1.25165640098
1.141 0.20344 1.4652 0.40096 1.90421272428 1.39247735423 1.26283396778
1.142 0.19739 1.46737 0.38215 1.90444983797 1.39249817209 1.26408664971
1.143 0.19866 1.46708 0.38215 1.89215477964 1.39296054747 1.25183874655
1.144 0.20229 1.46549 0.40096 1.9038181479 1.39264733015 1.26301691586
1.145 0.19713 1.46737 0.38215 1.9008158235 1.39273527337 1.26426857787
1.146 0.19902 1.46694 0.38215 1.89208592974 1.39311036062 1.25201819059
1.147 0.20229 1.46564 0.40096 1.90479482693 1.39282405813 1.26319482922
1.148 0.19719 1.46737 0.38215 1.90123597895 1.39294679261 1.26444582171
1.149 0.19927 1.46679 0.38215 1.89314262387 1.39325958638 1.25219551139
1.15 0.20257 1.46578 0.40096 1.90653976253 1.39299843582 1.26337302691
1.151 0.19767 1.46737 0.38215 1.90371102434 1.39316061865 1.26462571399
1.152 0.19981 1.46665 0.38215 1.89645508382 1.39341855715 1.2523775955
1.153 0.20062 1.46593 0.40096 1.90339415905 1.39317941164 1.26355631517
1.154 0.19707 1.46737 0.38215 1.89671713784 1.39336339497 1.26480662296
1.155 0.2007 1.4665 0.38215 1.89637291815 1.39355637509 1.25255440657
1.156 0.20067 1.46607 0.40096 1.90580165044 1.39334739942 1.26373080659
1.157 0.19715 1.46737 0.38215 1.89748163178 1.39356992027 1.26498065763
1.158 0.20109 1.46622 0.38215 1.89794895734 1.39367247652 1.25272903772
1.159 0.19954 1.46636 0.40096 1.90417744294 1.39351560734 1.2639064823
1.16 0.19765 1.46737 0.38215 1.89579775587 1.39380476074 1.26515632578
1.161 0.20228 1.46593 0.38215 1.90239017668 1.39379200155 1.25290503332
1.162 0.1993 1.46665 0.40096 1.90740457541 1.39369203323 1.26408449465
1.163 0.19759 1.46737 0.38215 1.89571868307 1.39405089736 1.26533630254
1.164 0.20287 1.46593 0.38215 1.90410065829 1.39398485923 1.25308623845
1.165 0.19877 1.46665 0.40096 1.90796707849 1.3938795351 1.26426671772
1.166 0.19707 1.46737 0.38215 1.89318279287 1.39423144694 1.26551803424
1.167 0.2029 1.46564 0.38908 1.9026276148 1.39409246048 1.2580621245
1.168 0.19829 1.46694 0.39403 1.90662277396 1.39404224668 1.2651779566
1.169 0.19727 1.46737 0.38215 1.89234896856 1.39446675356 1.26130772721
1.17 0.20381 1.46535 0.397 1.90560530831 1.39421126563 1.2631151655
1.171 0.19786 1.46723 0.38611 1.90841567998 1.39421666953 1.26594761576
1.172 0.19713 1.46737 0.38215 1.89130594494 1.39471013033 1.25636307203
1.173 0.20346 1.4652 0.40096 1.90436267522 1.39436256603 1.26526611594
1.174 0.19739 1.46737 0.38215 1.906162475 1.39438501267 1.26623262301
1.175 0.19695 1.46737 0.38215 1.88935053681 1.39491050955 1.25387391588
1.176 0.2038 1.4652 0.40096 1.90458024784 1.39453663164 1.26499717132
1.177 0.19745 1.46737 0.38215 1.9073144774 1.39455804919 1.26621281146
1.178 0.19759 1.46737 0.38215 1.89152081517 1.39508511311 1.25394629541
1.179 0.20368 1.4652 0.40096 1.9064352502 1.39471325537 1.2651081123
1.18 0.19745 1.46737 0.38215 1.90746221849 1.39473391076 1.26635422721
1.181 0.19721 1.46737 0.38215 1.89073344507 1.39525876721 1.25409749089
1.182 0.20412 1.4652 0.40096 1.90666671524 1.39488633397 1.26527150569
1.183 0.19695 1.46737 0.38215 1.90744339865 1.39490735374 1.26651835966
1.184 0.19689 1.46737 0.38215 1.88866496547 1.39542915052 1.25426696957
1.185 0.20454 1.4652 0.40096 1.90681059729 1.39505575251 1.26543838942
1.186 0.19767 1.46737 0.38215 1.91060808971 1.39508186573 1.2666890783
1.187 0.19773 1.46737 0.38215 1.89344560066 1.3956107872 1.25443795911
1.188 0.20374 1.4652 0.40096 1.90778557764 1.39523846849 1.26561489181
1.189 0.19698 1.46737 0.38215 1.90706065424 1.39525715553 1.26686486338
1.19 0.19713 1.46737 0.38215 1.88969984526 1.39577844971 1.25461401506
1.191 0.20374 1.4652 0.40096 1.90571469415 1.39540345936 1.26578621262
1.192 0.19707 1.46737 0.38215 1.90701404935 1.3954229905 1.26703473834
1.193 0.19741 1.46737 0.38215 1.89072746083 1.39594679397 1.2547810051
1.194 0.20386 1.4652 0.40096 1.90703910839 1.39557418846 1.2659545791
1.195 0.19765 1.46737 0.38215 1.90925458123 1.39559683337 1.26720362572
1.196 0.19693 1.46737 0.38215 1.891476248 1.39612203063 1.25495307052
1.197 0.20372 1.4652 0.40096 1.9057048685 1.39574673076 1.26612705147
1.198 0.19719 1.46737 0.38215 1.9076370397 1.39576604377 1.26737665637
1.199 0.19713 1.46737 0.38215 1.89067277629 1.39629005353 1.25512424635
1.2 0.20372 1.4652 0.40096 1.90621321218 1.39591572002 1.26629778566
1.201 0.19745 1.46737 0.38215 1.90850688626 1.39593669609 1.26754639431
1.202 0.19712 1.46737 0.38215 1.89161077657 1.39646185797 1.25529484299
1.203 0.204 1.4652 0.40096 1.90724033128 1.39608862757 1.26646876069
1.204 0.19705 1.46737 0.38215 1.90849625939 1.39610934546 1.26771865741
1.205 0.19713 1.46737 0.38215 1.8907461098 1.39663253719 1.25546690253
1.206 0.20403 1.4652 0.40096 1.90738615574 1.39625871943 1.26664080408
1.207 0.19689 1.46737 0.38215 1.90827332236 1.39627946077 1.26788991372
1.208 0.19739 1.46737 0.38215 1.89113766078 1.39680257092 1.25563799085
1.209 0.20374 1.4652 0.40096 1.90747539013 1.39642895537 1.26681138585
1.21 0.19721 1.46737 0.38215 1.90853372613 1.39644957756 1.26806065781
1.211 0.19733 1.46737 0.38215 1.8920087242 1.39697361507 1.25580870332
1.212 0.20352 1.4652 0.40096 1.90699106589 1.39659944693 1.26698248301
1.213 0.19739 1.46737 0.38215 1.90853651539 1.39661900854 1.2682314439
1.214 0.19733 1.46737 0.38215 1.89262315239 1.39714384864 1.25597954707
1.215 0.204 1.4652 0.40096 1.90851767222 1.39677152021 1.26715353555
1.216 0.19705 1.46737 0.38215 1.90926989734 1.39679196591 1.26840326437
1.217 0.19681 1.46737 0.38215 1.89059814541 1.3973133475 1.25615125009
1.218 0.20382 1.4652 0.40096 1.90653733979 1.39693678712 1.26732408742
1.219 0.19725 1.46737 0.38215 1.90913810154 1.39695714812 1.26857215234
1.22 0.19733 1.46737 0.38215 1.89258947651 1.39748195688 1.25631956944
1.221 0.20356 1.4652 0.40096 1.90760962861 1.39710765692 1.26749277254
1.222 0.19725 1.46737 0.38215 1.90878857741 1.39712677802 1.26874156001
1.223 0.19798 1.46723 0.38215 1.89449107944 1.39761993508 1.25648971455
1.224 0.20263 1.46535 0.40096 1.90722992834 1.39727546731 1.26766383681
1.225 0.19753 1.46737 0.38215 1.90721154832 1.39732676079 1.26891236968
1.226 0.19868 1.46708 0.38215 1.89706514305 1.39775957288 1.25666018611
1.227 0.20157 1.46549 0.40096 1.90667013441 1.3974399483 1.26783445487
1.228 0.19701 1.46737 0.38215 1.90310203437 1.39752049476 1.26908184639
1.229 0.19872 1.46679 0.38215 1.89534503569 1.39785600477 1.25682712122
1.23 0.20175 1.46578 0.40096 1.90703194922 1.39759168329 1.26799953851
1.231 0.19715 1.46737 0.38215 1.90405950406 1.39774748271 1.26924624471
1.232 0.19949 1.46665 0.38215 1.89806402809 1.3980015381 1.25699232776
1.233 0.20101 1.46593 0.40096 1.90762213403 1.39776263369 1.26816656945
1.234 0.19701 1.46737 0.38215 1.90201430142 1.39794866752 1.26941441429
1.235 0.20041 1.4665 0.38215 1.90008560697 1.39814064666 1.25716092038
1.236 0.20086 1.46607 0.40096 1.91003828205 1.39792960425 1.2683363181
1.237 0.19759 1.46737 0.38215 1.90371855312 1.39815350933 1.26958559525
1.238 0.20039 1.46636 0.38215 1.90204770241 1.39828804177 1.25733349928
1.239 0.20023 1.46622 0.40096 1.90876844877 1.39810103445 1.26850966213
1.24 0.19689 1.46737 0.38215 1.90018562114 1.39835268209 1.2697577176
1.241 0.20178 1.46607 0.38215 1.90357761552 1.39839146659 1.25750351682
1.242 0.19929 1.4665 0.40096 1.91016956642 1.39825862931 1.26867871699
1.243 0.19753 1.46737 0.38215 1.89975860362 1.3985808568 1.26992629505
1.244 0.20203 1.46593 0.38215 1.90609954377 1.39853783817 1.25767218553
1.245 0.19902 1.46665 0.40096 1.91058512541 1.39843058617 1.2688483584
1.246 0.19713 1.46737 0.38215 1.89824032057 1.39878312047 1.27009620219
1.247 0.20277 1.46578 0.38512 1.90699215577 1.39867689656 1.25989720409
1.248 0.1988 1.46679 0.39799 1.9122054802 1.39859600216 1.26933256352
1.249 0.19721 1.46737 0.38215 1.89824891823 1.39898492691 1.26838666542
1.25 0.20318 1.46549 0.39304 1.90853146536 1.39878568873 1.26529056879
1.251 0.19783 1.46708 0.39007 1.91104032204 1.39875806369 1.27023706239
1.252 0.19736 1.46737 0.38215 1.89611578145 1.3992149662 1.26349750459
1.253 0.20417 1.4652 0.40096 1.91143772736 1.39889769687 1.27021868674
1.254 0.19716 1.46737 0.38215 1.91235359004 1.39892473762 1.27095248964
1.255 0.19708 1.46737 0.38215 1.89396327522 1.39944855297 1.25851615244
1.256 0.2034 1.4652 0.40096 1.90850066004 1.39907124681 1.26960555049
1.257 0.19709 1.46737 0.38215 1.90976778137 1.39908754817 1.27079621598
1.258 0.19699 1.46737 0.38215 1.89319673305 1.39960783845 1.25851702271
1.259 0.20386 1.4652 0.40096 1.90940495619 1.39923134114 1.26966499
1.26 0.19733 1.46737 0.38215 1.91184975868 1.39925035834 1.27090483707
1.261 0.19715 1.46737 0.38215 1.89469362573 1.39977318689 1.25864023533
1.262 0.2038 1.4652 0.40096 1.91008390744 1.39939713709 1.26981140774
1.263 0.19719 1.46737 0.38215 1.91159524436 1.39941561995 1.27105305862
1.264 0.19699 1.46737 0.38215 1.8940301133 1.39993704599 1.2588003913
1.265 0.20452 1.4652 0.40096 1.9116499303 1.39956269079 1.26996855355
1.266 0.19707 1.46737 0.38215 1.91353357399 1.39958436759 1.27121811381
1.267 0.19707 1.46737 0.38215 1.89437187337 1.40010582782 1.25896246333
1.268 0.2036 1.4652 0.40096 1.90963088505 1.39972744509 1.27013566427
1.269 0.19765 1.46737 0.38215 1.91252743083 1.39974631952 1.27138057435
1.27 0.19805 1.46737 0.38215 1.89852999016 1.40027311148 1.25912850963
1.271 0.20374 1.4652 0.40096 1.91329109681 1.39990138626 1.270300273
1.272 0.19713 1.46737 0.38215 1.91226660707 1.39991835027 1.27155004733
1.273 0.19785 1.46737 0.38215 1.89683893855 1.40043995147 1.2592957904
1.274 0.20363 1.4652 0.40096 1.91240023367 1.40006569385 1.27046915417
1.275 0.19765 1.46737 0.38215 1.91334715401 1.40008379659 1.27171570616
1.276 0.19761 1.46737 0.38215 1.89783184173 1.40060686729 1.25946273628
1.277 0.20406 1.4652 0.40096 1.91321725883 1.40023274636 1.27063418868
1.278 0.19677 1.46737 0.38215 1.91240251457 1.40024894419 1.27188217523
1.279 0.19739 1.46737 0.38215 1.89491518568 1.40076710434 1.25962670898
1.28 0.20426 1.4652 0.40096 1.9128887285 1.40039142985 1.2707976963
1.281 0.19725 1.46737 0.38215 1.91422016209 1.40041139983 1.2720436882
1.282 0.19739 1.46737 0.38215 1.89655749985 1.40093251831 1.25978971504
1.283 0.2038 1.4652 0.40096 1.91204081148 1.400555427 1.27096044765
1.284 0.19725 1.46737 0.38215 1.91307890219 1.40057250755 1.27220736122
1.285 0.19785 1.46737 0.38215 1.89776390322 1.40109501659 1.25995259666
1.286 0.2036 1.4652 0.40096 1.9129981867 1.40072021506 1.27112442471
1.287 0.19686 1.46737 0.38215 1.91177588501 1.40073515441 1.27237075845
1.288 0.19765 1.46737 0.38215 1.89617395649 1.40125427418 1.26011572043
1.289 0.20368 1.4652 0.40096 1.91255537444 1.40087891119 1.27128595052
1.29 0.19693 1.46737 0.38215 1.91219699367 1.40089510788 1.27253202208
1.291 0.19738 1.46737 0.38215 1.89578409672 1.40141427906 1.26027619389
1.292 0.20432 1.4652 0.40096 1.91365689351 1.40103987485 1.27144685045
1.293 0.19799 1.46737 0.38215 1.91705521087 1.40106282388 1.27269421309
1.294 0.19736 1.46737 0.38215 1.89940918291 1.4015878876 1.26044197618
1.295 0.20432 1.4652 0.40096 1.91440673991 1.4012124726 1.27161535528
1.296 0.19784 1.46737 0.38215 1.91705269527 1.40123256258 1.27286444661
1.297 0.19773 1.46737 0.38215 1.90021673684 1.40175693909 1.26061229501
1.298 0.20397 1.4652 0.40096 1.91472115713 1.40138089586 1.27178537026
1.299 0.19715 1.46737 0.38215 1.91445494526 1.40139609845 1.27303255881
1.3 0.19736 1.46737 0.38215 1.89716554866 1.401914196 1.26077744739
1.301 0.20386 1.4652 0.40096 1.91306063608 1.40153565415 1.27194691222
1.302 0.19765 1.46737 0.38215 1.91530432096 1.40155274333 1.27319183305
1.303 0.19749 1.46737 0.38215 1.89901528702 1.4020746124 1.26093604132
1.304 0.20306 1.4652 0.40096 1.91163033177 1.40169498046 1.27210596131
1.305 0.19773 1.46737 0.38215 1.91337089374 1.40170821582 1.2733506013
1.306 0.1992 1.46708 0.38215 1.90370185956 1.40216771819 1.2610955182
1.307 0.20299 1.46549 0.40096 1.91672369274 1.40185380212 1.2722683139
1.308 0.19704 1.46737 0.38215 1.91228791165 1.40193839819 1.27351595071
1.309 0.19916 1.46694 0.38215 1.90192989643 1.402306554 1.26126153081
1.31 0.20197 1.46564 0.40096 1.91375436577 1.40201225624 1.27243321206
1.311 0.19716 1.46737 0.38215 1.90956013777 1.40212670162 1.27367802895
1.312 0.19962 1.46679 0.38215 1.90314347361 1.40243345325 1.26142088595
1.313 0.20125 1.46578 0.40096 1.9132105033 1.40216365629 1.27259108372
1.314 0.19752 1.46737 0.38215 1.90867532854 1.40231267955 1.27383509666
1.315 0.20015 1.46665 0.38215 1.90553067113 1.4025642195 1.26157813674
1.316 0.20095 1.46593 0.40096 1.91424227982 1.40232432535 1.27274988779
1.317 0.19707 1.46737 0.38215 1.90699502506 1.4025052642 1.27399488523
1.318 0.2009 1.4665 0.38215 1.90630949311 1.4026935217 1.26173819695
1.319 0.20057 1.46607 0.40096 1.91541622045 1.40247962853 1.27291048411
1.32 0.1971 1.46737 0.38215 1.90637019933 1.40269620795 1.27415586299
1.321 0.20127 1.46622 0.38215 1.90748151598 1.4027932324 1.26189918009
1.322 0.19983 1.46636 0.40096 1.91467825445 1.4026326546 1.27307152843
1.323 0.19739 1.46737 0.38215 1.90524815546 1.40291679657 1.27431633554
1.324 0.20212 1.46593 0.38215 1.91052140277 1.4028962486 1.26205945223
1.325 0.19884 1.46665 0.40096 1.91477972345 1.4027876676 1.27323246352
1.326 0.19745 1.46737 0.38215 1.902997271 1.40313838424 1.27447711095
1.327 0.20233 1.46593 0.38215 1.91109737664 1.40306448416 1.26221943563
1.328 0.19852 1.46665 0.40096 1.91461697262 1.4029510878 1.273392079
1.329 0.19745 1.46737 0.38215 1.90225643276 1.40329819408 1.2746361268
1.33 0.2027 1.46564 0.38908 1.9121220328 1.40315661174 1.26717432194
1.331 0.19863 1.46694 0.39403 1.91616652692 1.40310258893 1.27428532697
1.332 0.19741 1.46737 0.38215 1.9028239941 1.40352417371 1.27041105579
1.333 0.20329 1.46535 0.397 1.91389516504 1.40326342109 1.27221461571
1.334 0.1979 1.46723 0.38611 1.91618534137 1.40326102139 1.2750422569
1.335 0.19773 1.46737 0.38215 1.90195510503 1.40375117431 1.26545262462
1.336 0.20354 1.4652 0.40096 1.91546190856 1.40340244114 1.27435135447
1.337 0.19699 1.46737 0.38215 1.91471221361 1.40341882224 1.27531351691
1.338 0.19719 1.46737 0.38215 1.89802951274 1.40393680307 1.26294971185
1.339 0.20346 1.4652 0.40096 1.91333960727 1.40355720847 1.27406748898
1.34 0.19735 1.46737 0.38215 1.91516635141 1.4035716878 1.27527716246
1.341 0.19747 1.46737 0.38215 1.89982869306 1.40409191392 1.26300417193
1.342 0.20386 1.4652 0.40096 1.91552847227 1.40371513884 1.27415971953
1.343 0.1977 1.46737 0.38215 1.91766383737 1.40373241699 1.27540032378
1.344 0.19696 1.46737 0.38215 1.89993627031 1.40425280155 1.26313867811
1.345 0.20386 1.4652 0.40096 1.91441051656 1.40387294337 1.27430755059
1.346 0.19671 1.46737 0.38215 1.91498191643 1.40388625251 1.27554857275
1.347 0.19733 1.46737 0.38215 1.89802150518 1.40440339247 1.2632912439
1.348 0.20352 1.4652 0.40096 1.91424775737 1.40402410193 1.27445675859
1.349 0.19727 1.46737 0.38215 1.91560597657 1.4040393645 1.27570055636
1.35 0.19739 1.46737 0.38215 1.89987084456 1.40455949288 1.26344169101
1.351 0.20342 1.4652 0.40096 1.91452459169 1.40418135019 1.27461108446
1.352 0.19747 1.46737 0.38215 1.91611687939 1.4041964529 1.27585438417
1.353 0.19713 1.46737 0.38215 1.8999166991 1.40471675147 1.26359848525
1.354 0.20374 1.4652 0.40096 1.91486405031 1.40433860349 1.27476691155
1.355 0.19707 1.46737 0.38215 1.91606540932 1.40435348048 1.27601192657
1.356 0.19745 1.46737 0.38215 1.89985521134 1.40487315906 1.26375459462
1.357 0.204 1.4652 0.40096 1.91654486231 1.40449667613 1.27492434369
1.358 0.19765 1.46737 0.38215 1.9186978354 1.40451523982 1.27616928926
1.359 0.19713 1.46737 0.38215 1.90108757487 1.40503608552 1.26391443685
1.36 0.20426 1.4652 0.40096 1.91679539576 1.40465818119 1.27508434687
1.361 0.19753 1.46737 0.38215 1.91930160513 1.40467601651 1.2763305356
1.362 0.19813 1.46737 0.38215 1.90372124841 1.40519926506 1.26407547442
1.363 0.20388 1.4652 0.40096 1.91896781696 1.40482381269 1.27524698532
1.364 0.19707 1.46737 0.38215 1.91756009951 1.40483778002 1.27649282537
1.365 0.19719 1.46737 0.38215 1.8999305879 1.40535310929 1.26423650496
1.366 0.20354 1.4652 0.40096 1.91509814597 1.40497143619 1.27540398737
1.367 0.19733 1.46737 0.38215 1.91682534685 1.40498454809 1.27664648544
1.368 0.19727 1.46737 0.38215 1.90070037736 1.40550288707 1.26438744249
1.369 0.2038 1.4652 0.40096 1.91618888842 1.40512368615 1.27555479309
1.37 0.19699 1.46737 0.38215 1.91687229062 1.40513748734 1.27679769383
1.371 0.19779 1.46737 0.38215 1.90137414609 1.40565654736 1.26454017427
1.372 0.20386 1.4652 0.40096 1.91796870895 1.40528022381 1.2757089239
1.373 0.19727 1.46737 0.38215 1.91819474284 1.40529616617 1.27695389382
1.374 0.19739 1.46737 0.38215 1.90141238786 1.40581461099 1.26469746632
1.375 0.204 1.4652 0.40096 1.91747273132 1.4054364989 1.27586678896
1.376 0.19765 1.46737 0.38215 1.91967939785 1.40545348786 1.27711164874
1.377 0.19739 1.46737 0.38215 1.90275201228 1.40597401763 1.26485574492
1.378 0.20406 1.4652 0.40096 1.91799909617 1.40559557016 1.27602529495
1.379 0.19745 1.46737 0.38215 1.91955259954 1.40561113772 1.27727027896
1.38 0.19833 1.46737 0.38215 1.90491401813 1.4061331913 1.26501441439
1.381 0.20392 1.4652 0.40096 1.92056785483 1.40575823313 1.27618498139
1.382 0.19735 1.46737 0.38215 1.91946622116 1.40577267177 1.27743073743
1.383 0.19731 1.46737 0.38215 1.90210035332 1.40628871832 1.26517432801
1.384 0.2034 1.4652 0.40096 1.9161894696 1.40590637099 1.27634217882
1.385 0.19747 1.46737 0.38215 1.91784168649 1.40591796353 1.27758435917
1.386 0.19786 1.46723 0.38215 1.90364610908 1.4064047097 1.26532537346
1.387 0.20307 1.46535 0.40096 1.91701169118 1.40605463417 1.27649262925
1.388 0.19719 1.46737 0.38215 1.91645511659 1.40610027372 1.27773483343
1.389 0.19854 1.46708 0.38215 1.90470891548 1.40652512653 1.2654763547
1.39 0.2023 1.46549 0.40096 1.91697066094 1.40620054925 1.2766445314
1.391 0.19715 1.46737 0.38215 1.91443630769 1.40627991092 1.27788701812
1.392 0.19924 1.46679 0.38215 1.90634716575 1.40661260134 1.26562835673
1.393 0.20187 1.46578 0.40096 1.91796398013 1.40634451578 1.27679720527
1.394 0.19713 1.46737 0.38215 1.91353294463 1.4064948735 1.27804019104
1.395 0.19989 1.46665 0.38215 1.908098388 1.406743302 1.26578193865
1.396 0.20228 1.46593 0.40096 1.92116507427 1.40650406175 1.27695223172
1.397 0.19729 1.46737 0.38215 1.91569098704 1.40669108098 1.27819739979
1.398 0.2008 1.4665 0.38215 1.91154039887 1.40687888062 1.26594145708
1.399 0.20032 1.46607 0.40096 1.91898960117 1.40665927573 1.27711319203
1.4 0.19718 1.46737 0.38215 1.9101175502 1.40687161813 1.27835664518
1.401 0.20107 1.46636 0.38215 1.91130422636 1.40699838252 1.26609715182
1.402 0.20046 1.46622 0.40096 1.91999290743 1.40680924899 1.27726637313
1.403 0.19725 1.46737 0.38215 1.91089932619 1.40705750431 1.27850863079
1.404 0.20132 1.46607 0.38215 1.91240840544 1.40708941941 1.26624903342
1.405 0.19909 1.4665 0.40096 1.91725648134 1.40694728006 1.27741836153
1.406 0.19735 1.46737 0.38215 1.90728725724 1.40726127678 1.27865930127
1.407 0.20172 1.46593 0.38215 1.91331379785 1.40721118866 1.2663980958
1.408 0.19938 1.46665 0.40096 1.91921670455 1.4070983819 1.27756727078
1.409 0.19733 1.46737 0.38215 1.90840650853 1.40744844493 1.27880918945
1.41 0.20251 1.46578 0.38512 1.91573466392 1.40733809361 1.26860531812
1.411 0.1985 1.46679 0.39799 1.91946731899 1.40724970921 1.27803570282
1.412 0.19687 1.46737 0.38215 1.90505483568 1.40763089537 1.27708417611
1.413 0.20312 1.46549 0.39304 1.91586865062 1.40742535368 1.2739819888
1.414 0.19795 1.46708 0.39007 1.91965408881 1.40739360367 1.27892251953
1.415 0.19713 1.46737 0.38215 1.90444221026 1.40784645671 1.27217752614
1.416 0.20351 1.4652 0.40096 1.91766014932 1.40752178072 1.27889320603
1.417 0.19696 1.46737 0.38215 1.91837902811 1.40754049085 1.27962087589
1.418 0.19721 1.46737 0.38215 1.90201576712 1.40805984536 1.26717845322
1.419 0.20388 1.4652 0.40096 1.91863882919 1.40768178761 1.27826288991
1.42 0.19741 1.46737 0.38215 1.92075310372 1.40769806349 1.27945010591
1.421 0.19718 1.46737 0.38215 1.9035969197 1.40821658788 1.26716851584
1.422 0.20352 1.4652 0.40096 1.91798705997 1.4078350669 1.27831399653
1.423 0.19745 1.46737 0.38215 1.9200010534 1.40784770949 1.27955034806
1.424 0.19793 1.46737 0.38215 1.90574684291 1.40836832896 1.26728185658
1.425 0.204 1.4652 0.40096 1.92169601441 1.40799219045 1.27844974844
1.426 0.19799 1.46737 0.38215 1.9234483859 1.40800899901 1.27968868121
1.427 0.19733 1.46737 0.38215 1.90630725826 1.40852881902 1.26743375602
1.428 0.20386 1.4652 0.40096 1.92006052177 1.40814797824 1.27859912281
1.429 0.19759 1.46737 0.38215 1.92195252468 1.40816071099 1.27984413245
1.43 0.19727 1.46737 0.38215 1.90495365399 1.40867826827 1.26758318146
1.431 0.20386 1.4652 0.40096 1.9197871097 1.40829646612 1.27875128063
1.432 0.19727 1.46737 0.38215 1.92110503348 1.40830847181 1.27999079659
1.433 0.19753 1.46737 0.38215 1.90478942367 1.40882534788 1.26773243216
1.434 0.2038 1.4652 0.40096 1.92037865005 1.40844485822 1.2788970479
1.435 0.19701 1.46737 0.38215 1.92043257292 1.40845657828 1.28013971951
1.436 0.19759 1.46737 0.38215 1.90429683956 1.40897238112 1.26787876584
1.437 0.20412 1.4652 0.40096 1.92144504519 1.4085935382 1.27904605871
1.438 0.19699 1.46737 0.38215 1.92148190242 1.4086075279 1.28028743511
1.439 0.19721 1.46737 0.38215 1.90351128383 1.40912219381 1.26802909333
1.44 0.20434 1.4652 0.40096 1.92107870868 1.4087418325 1.27919471258
1.441 0.19776 1.46737 0.38215 1.92421924927 1.40875933222 1.28043816526
1.442 0.1979 1.46737 0.38215 1.90793098361 1.40928066202 1.26818037532
1.443 0.20348 1.4652 0.40096 1.92141543898 1.40890057463 1.27934960973
1.444 0.19773 1.46737 0.38215 1.92217380737 1.40891221597 1.28059260956
1.445 0.19785 1.46737 0.38215 1.90761415434 1.40943113919 1.26833511375
1.446 0.20368 1.4652 0.40096 1.92185439298 1.40905189406 1.27950237472
1.447 0.19753 1.46737 0.38215 1.9223343711 1.40906326926 1.2807451655
1.448 0.19765 1.46737 0.38215 1.90668594931 1.40958023215 1.26848577217
1.449 0.20382 1.4652 0.40096 1.92170561442 1.40919982115 1.27965270052
1.45 0.19741 1.46737 0.38215 1.922452559 1.4092116261 1.28089424827
1.451 0.19753 1.46737 0.38215 1.90617063945 1.40972792982 1.26863497441
1.452 0.20372 1.4652 0.40096 1.92116034378 1.40934644864 1.279800862
1.453 0.19684 1.46737 0.38215 1.92066995753 1.4093561862 1.28104206332
1.454 0.19759 1.46737 0.38215 1.90465780044 1.40987026429 1.26878113807
1.455 0.20363 1.4652 0.40096 1.92092498241 1.40948916801 1.27994628239
1.456 0.19715 1.46737 0.38215 1.92128861341 1.40950089047 1.28118680832
1.457 0.19747 1.46737 0.38215 1.90534392834 1.41001667392 1.2689266272
1.458 0.20366 1.4652 0.40096 1.9209087598 1.40963592475 1.28009230383
1.459 0.19713 1.46737 0.38215 1.92146136859 1.40964774103 1.28133385155
1.46 0.19684 1.46737 0.38215 1.90372692275 1.41016190529 1.26907370292
1.461 0.20366 1.4652 0.40096 1.91913146239 1.40977823236 1.28023884175
1.462 0.19753 1.46737 0.38215 1.92236584876 1.40979147812 1.28147939632
1.463 0.19759 1.46737 0.38215 1.90700995736 1.41031135884 1.26922000686
1.464 0.20348 1.4652 0.40096 1.92123374608 1.40993132724 1.28038691637
1.465 0.19681 1.46737 0.38215 1.92045290424 1.40994111947 1.28162903333
1.466 0.19775 1.46737 0.38215 1.90547044031 1.41045666951 1.26936941337
