0.21343	1.45896	0.39205	1.40936
0.20325	1.46549	0.40096	1.425
0.19733	1.46737	0.38215	1.425
0.19896	1.46694	0.38215	1.425
0.20171	1.46564	0.40096	1.425
0.19704	1.46737	0.38215	1.425
0.19914	1.46679	0.38215	1.425
0.20173	1.46578	0.40096	1.425
0.19739	1.46737	0.38215	1.425
0.19996	1.46665	0.38215	1.425
0.20086	1.46593	0.40096	1.425
0.19693	1.46737	0.38215	1.425
0.20092	1.4665	0.38215	1.425
0.20055	1.46607	0.40096	1.425
0.19745	1.46737	0.38215	1.425
0.20101	1.46622	0.38215	1.425
0.20012	1.46636	0.40096	1.425
0.19733	1.46737	0.38215	1.425
0.20146	1.46593	0.38215	1.425
0.19901	1.46665	0.40096	1.425
0.19793	1.46737	0.38215	1.425
0.20275	1.46593	0.38215	1.425
0.19864	1.46665	0.40096	1.425
0.19713	1.46737	0.38215	1.425
0.20238	1.46564	0.38908	1.425
0.19811	1.46694	0.39403	1.425
0.19725	1.46737	0.38215	1.425
0.20401	1.46535	0.397	1.425
0.19798	1.46723	0.38611	1.425
0.19745	1.46737	0.38215	1.425
0.20412	1.4652	0.40096	1.425
0.19733	1.46737	0.38215	1.425
0.19756	1.46737	0.38215	1.425
0.20406	1.4652	0.40096	1.425
0.19705	1.46737	0.38215	1.425
0.19779	1.46737	0.38215	1.425
0.20372	1.4652	0.40096	1.425
0.19753	1.46737	0.38215	1.425
0.19753	1.46737	0.38215	1.425
0.20392	1.4652	0.40096	1.425
0.19813	1.46737	0.38215	1.425
0.19767	1.46737	0.38215	1.425
0.20392	1.4652	0.40096	1.425
0.19706	1.46737	0.38215	1.425
0.19739	1.46737	0.38215	1.425
0.20392	1.4652	0.40096	1.425
0.19745	1.46737	0.38215	1.425
0.19793	1.46737	0.38215	1.425
0.20392	1.4652	0.40096	1.425
0.19701	1.46737	0.38215	1.425
0.19707	1.46737	0.38215	1.425
0.2036	1.4652	0.40096	1.425
0.19725	1.46737	0.38215	1.425
0.19719	1.46737	0.38215	1.425
0.20392	1.4652	0.40096	1.425
0.19724	1.46737	0.38215	1.425
0.19707	1.46737	0.38215	1.425
0.20374	1.4652	0.40096	1.425
0.19773	1.46737	0.38215	1.425
0.19716	1.46737	0.38215	1.425
0.2038	1.4652	0.40096	1.425
0.19793	1.46737	0.38215	1.425
0.19739	1.46737	0.38215	1.425
0.20432	1.4652	0.40096	1.425
